"id"	"institutionCode"	"datasetName"	"basisOfRecord"	"catalogNumber"	"recordedBy"	"recordNumber"	"occurrenceDetails"	"eventDate"	"continent"	"country"	"stateProvince"	"county"	"locality"	"minimumElevationInMeters"	"maximumElevationInMeters"	"decimalLatitude"	"decimalLongitude"	"geodeticDatum"	"coordinateUncertaintyInMeters"	"identifiedBy"	"typeStatus"	"scientificName"	"kingdom"	"phylum"	"family"	"genus"	"specificEpithet"	"infraspecificEpithet"	"taxonRank"	"scientificNameAuthorship"
"928940c3-fd41-4d3e-92ff-333b661e8149"	"NY"	"New York Botanical Garden"	"S"	"1274378"	"A. Fernandez"	"6921"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514785"	"1990"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atabapo"	"Río Ocamo, Cerro Mawedi"	"340"	"340"	"2.96667"	"-64.6833"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"7bb25ac9-f899-428c-b8f5-2b5b4cd16317"	"NY"	"New York Botanical Garden"	"S"	"1274415"	"Y. Fernandez"	"398"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515243"	"1989"	"South America"	"Venezuela"	"Bolívar"	"Sucre"	"Peniplanicie y lomerios ubicados al sureste de Pie de Salto (Río Caura), aprox. a 20 en helicópt."	"308"	"308"	"6.23"	"-64.2"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"15dc67bf-c1df-44d5-9112-30fa5e424466"	"NY"	"New York Botanical Garden"	"S"	"1274436"	"F. J. Breteler"	"4803"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515373"	"1965"	"South America"	"Venezuela"	"Amazonas"		"Orinoco R. Southern part of Isla del Ratón"	"90"	"90"	"5.03"	"-67.77"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"12a00cca-9459-4c26-8ffd-673f2a675427"	"NY"	"New York Botanical Garden"	"S"	"1274394"	"B. G. Stergios D."	"15013"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515163"	"1991"	"South America"	"Venezuela"	"Amazonas"		"Mision Río Mavaca"	"185"	"185"	"2.43333"	"-65.1167"	"Coordinates on label."		"A. Licata"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"ef9d56c1-096b-409f-994e-612499591fb2"	"NY"	"New York Botanical Garden"	"S"	"1274435"	"H. L. Clark"	"7285"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515372"	"1980"	"South America"	"Venezuela"	"Amazonas"		"San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare.  Main study site, 4.3 km NNE on Solano road."	"119"		"1.93"	"-67.05"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"a0c243d9-a314-4be8-8be6-2ef925cb9bc1"	"NY"	"New York Botanical Garden"	"S"	"1274416"	"Y. Fernandez"	"448"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515246"	"1989"	"South America"	"Venezuela"	"Bolívar"	"Sucre"	"Aprox. 70 km al SE de Hato la Vergareña."	"293"		"6.47"	"-64.2"	"Label"		"N. Cuello A."		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"3863ed26-81df-48be-a868-50fe8cd4c234"	"NY"	"New York Botanical Garden"	"S"	"1274247"	"J. M. Pires"	"10737"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513459"	"1967"	"South America"	"Brazil"	"Pará"	"Belém"	"IPEAN, Reserva Mocambo"			"-1.44026"	"-48.4173"	"Georeferencing Quick Reference Guide, Version 2012"	"8010.16"	"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"1d531e80-7a5f-4014-9979-683063a65976"	"NY"	"New York Botanical Garden"	"S"	"1274353"	"J. M. Schunke-Vigo"	"9290"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514471"	"1976"	"South America"	"Peru"	"Huánuco"	"Leoncio Prado Province"	"Distrito: Daniel Alomias Robles. Al Oeste del Restaurante Cañabraba, cerca a Delicios."	"800"	"900"					"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"f87f7498-4781-4a2e-ac2a-6930ec47cd24"	"NY"	"New York Botanical Garden"	"S"	"1274370"	"J. P. Schulz"	"7414"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514706"	"1955"	"South America"	"Suriname"			"Wayombo River, East of Donderkreek."									"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"bbe54ec7-06ac-49a0-b247-a3367ec443ea"	"NY"	"New York Botanical Garden"	"S"	"1274421"	"T. Lasser"	"1865"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515299"	"1946"	"South America"	"Venezuela"			"Guayana venezolana, selva de Oparumá; Kavanayen"							"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"0ec3fa74-b9e3-4111-b977-476bb2c463e7"	"NY"	"New York Botanical Garden"	"S"	"1274258"	"G. Vieira"	"320"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513495"	"1979"	"South America"	"Brazil"	"Rondônia"	"Porto Velho"	"Vila Caneco-Mineraçao Jacundá a 106 km de Porto Velho BR-164"	"112"	"112"	"-9.1233"	"-62.9"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"9f4a7b1d-28c2-4f78-b548-bc261b129452"	"NY"	"New York Botanical Garden"	"S"	"1274408"	"F. J. Guánchez"	"415"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515214"	"1980"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atures"	"Río Cataniapo; 10 km aguas abajo del caserío San Pedro de Cantaniapo, a aprox 40 km a SE de Puerto Ayacucho"	"80"	"90"	"5.53333"	"-67.3333"	"Coordinates on label."		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"d9f2351a-d68a-4c89-84c1-9babc494588d"	"NY"	"New York Botanical Garden"	"S"	"1274367"	"J. C. Lindeman"	"158"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514609"	"1980"	"South America"	"Suriname"	"Nickerie"		"area of Kabalebo Dam project."	"30"	"130"	"-4.5"	"-57.733"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"b537fcbd-b0a6-4af8-aae4-89e946d668d1"	"NY"	"New York Botanical Garden"	"S"	"1274393"	"G. Zimmermann"	"161"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515162"	"1995"	"South America"	"Venezuela"	"Amazonas"	"Mun. Alto Orinoco"	"La Esmeralda; between La Esmeralda and the Cerro Duida, approx. 2 km from La Esmeralda."	"120"		"3.17"	"-65.55"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"b08cdb6f-e30d-40d0-aa49-abeb6e63014c"	"NY"	"New York Botanical Garden"	"S"	"1274397"	"L. W. Williams"	"15020"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515167"	"1942"	"South America"	"Venezuela"	"Amazonas"		"San Antonio, Río Orinoco."	"121"						"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"9eaed6c3-cc8f-4c83-9948-faa0f117e7d5"	"NY"	"New York Botanical Garden"	"S"	"1274414"	"C. Knab-Vispo"	"618"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515238"	"1996"	"South America"	"Venezuela"	"Bolívar"	"Cedeño"	"Río Caura, Boca del Río Nichare."	"80"		"6.5833"	"-64.75"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"f7aafaab-ea8a-408f-a054-3b18a48a413a"	"NY"	"New York Botanical Garden"	"S"	"1274434"	"W. W. Thomas"	"3192"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515370"	"1984"	"South America"	"Venezuela"	"Amazonas"	"Mun. Río Negro"	"Along Río Marawinuma, 2-6 km E of Base Camp.  Between base camp and ""Puerto Chimo"" camp"	"160"	"160"	"0.83"	"-66.13"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"d91c9641-1f40-4c56-ab21-5df33863c952"	"NY"	"New York Botanical Garden"	"S"	"1274358"	"Collector unspecified"	"1838"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514538"	"2009"	"South America"	"French Guiana"	"Cayenne"		"RN1 Cayenne St Laurent pk 194,5."			"5.47"	"-53.6"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"61be042e-83da-4897-b9f9-d97884cab8d9"	"NY"	"New York Botanical Garden"	"S"	"1274396"	"L. W. Williams"	"15020"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515166"	"1942"	"South America"	"Venezuela"	"Amazonas"		"San Antonio, Río Orinoco."	"121"						"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"c7a8de03-f847-403e-92f9-697275c08184"	"NY"	"New York Botanical Garden"	"S"	"1274406"	"J. Velazco"	"848"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515212"	"1989"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atabapo"	"El Almidon, en los límites del Departamento Atabapo y Casiquiare. Rio Atacavi. Frente 2"	"80"	"80"	"3.07"	"-67.1"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"69a18eec-02a1-406f-b721-bf037db37a30"	"NY"	"New York Botanical Garden"	"S"	"1274254"	"B. W. Nelson"	"313"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513479"	"1979"	"South America"	"Brazil"	"Rondônia"		"28 km SW of Vilhena on road to Colorado; near Rio Vermelho"			"-13"	"-60"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"0b90e7d0-efec-4ab6-9750-70fca032e4a6"	"NY"	"New York Botanical Garden"	"S"	"1274430"	"G. Davidse"	"27010"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515354"	"1984"	"South America"	"Venezuela"	"Amazonas"	"Mun. Río Negro"	"Neblina Base Camp on the Río Mawarinuma."	"200"		"0.83"	"-66.17"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"cd978b93-cd69-4e9e-98a7-6c985d062581"	"NY"	"New York Botanical Garden"	"S"	"1274363"	"Collector unspecified"	"3388"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514587"	"1917"	"South America"	"Suriname"										"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"a010ad3d-4d30-44b0-8fa3-04165d24a49e"	"NY"	"New York Botanical Garden"	"S"	"1274405"	"A. Gröger"	"963"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515208"	"1993"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atures"	"de Samariapo app. 100 km arriba el rio Orinoco:  San Juan de Ucata:  2 km al Norte:  Cerro Caribe (Cerros de Ucata)."			"4.37"	"-67.75"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"3668c267-768f-4582-be82-4f54ac8965d5"	"NY"	"New York Botanical Garden"	"S"	"1274243"	"M. Kuhlmann"	"311"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513449"	"1959"	"South America"	"Brazil"	"Pará"		"Rodovia Belém - Brasília, km 92"			"-1.32249"	"-47.6754"	"Georeferencing Quick Reference Guide, Version 2012"	"28442.3"	"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"37c672a3-2f5c-4104-8411-ebb35f9e9259"	"NY"	"New York Botanical Garden"	"S"	"1274382"	"L. W. Williams"	"13956"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514855"	"1942"	"South America"	"Venezuela"	"Amazonas"		"Yavita."	"128"	"128"					"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"041e551c-1291-4f83-9a51-2155409443e1"	"NY"	"New York Botanical Garden"	"S"	"1274364"	"Collector unspecified"	"325"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514592"		"South America"	"Suriname"										"G. J. H. Amshoff"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"e2ee1521-88ca-4bba-98b7-0a3f0393e7f2"	"NY"	"New York Botanical Garden"	"S"	"1274385"	"T. B. Croat"	"59300"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514876"	"1984"	"South America"	"Venezuela"	"Amazonas"		"Vicinity of Cerro Neblina base camp along Río Mawarinuma."			"0.83"	"-66.17"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"b403f227-6c5d-49f3-82a0-c02d03f71744"	"NY"	"New York Botanical Garden"	"S"	"1274375"	"E. Foldats"	"9142"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514772"	"1989"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atures"	"Campamento de río Guayapo a 149 km de su boca."	"130"	"130"	"4.37"	"-67.1"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"6887c002-f21d-423d-96ed-03ac0062483b"	"NY"	"New York Botanical Garden"	"S"	"1274410"	"A. Fernandez"	"4897"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515227"	"1988"	"South America"	"Venezuela"	"Bolívar"	"Raul Leoni"	"50 km al SW de Guaiquinima y 72 km al W de Karún."	"230"		"5.3"	"-63.98"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"8e1eb971-5a69-4f97-ae4d-a2101e901f3e"	"NY"	"New York Botanical Garden"	"S"	"1274417"	"N. Cuello A."	"629"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515281"	"1989"	"South America"	"Venezuela"	"Bolívar"	"Cedeño"	"a las márgenes del Río Parguaza, entre el fundo ""El Carmen"" y ""Vuelta Larga""."	"20"	"30"	"6.18097"	"-67.0797"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"8b22542a-c6d3-492b-b413-f7503663bdf6"	"NY"	"New York Botanical Garden"	"S"	"1274412"	"A. Fernandez"	"5789"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515233"	"1989"	"South America"	"Venezuela"	"Bolívar"	"Raúl Leoni"	"Cabeceras Río Túriba y Caño La Miel, 45 km al este de Pijiguaos"	"800"	"800"	"6.57"	"-66.38"			"N. Cuello A."		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"97af38c7-1dc0-4503-b2fd-c2c9c32ec37f"	"NY"	"New York Botanical Garden"	"S"	"1274431"	"H. L. Clark"	"7243"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515359"	"1979"	"South America"	"Venezuela"	"Amazonas"		"San Carlos de Rio Negro, ca. 20 km S of confluence of rio Negro and Brazo Casiquiare.  IVIC study site, 3 km NNE of S. C. on Solando road."	"119"		"1.93"	"-67.05"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"b25f16fd-4c3f-4771-8fde-845a48b01870"	"NY"	"New York Botanical Garden"	"S"	"1274427"	"B. K. Holst"	"3051"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515347"	"1987"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atures"	"Caño Yutaje at S base of Serrania de Yutaje."	"150"		"5.63"	"-66.1"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"76d5b36b-5c3f-4c6b-91de-f8b672d9d9db"	"NY"	"New York Botanical Garden"	"S"	"1274426"	"B. K. Holst"	"3047"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515345"	"1987"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atures"	"Caño Yutaje at S base of Serrania de Yutaje."	"150"		"5.63"	"-66.1"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"ee1f5ec6-8bda-4d00-9df9-bdb4007454be"	"NY"	"New York Botanical Garden"	"S"	"1274371"	"B. G. Stergios D."	"14561"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514742"	"1990"	"South America"	"Venezuela"	"Amazonas"		"Río Metacuni."	"200"	"230"	"3.03"	"-65.2"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"bae66404-b2c6-4f52-bc87-b67188226623"	"NY"	"New York Botanical Garden"	"S"	"1274392"	"G. Zimmermann"	"57"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515157"	"1995"	"South America"	"Venezuela"	"Amazonas"	"Mun. Alto Orinoco"	"La Esmeralda; between La Esmeralda and the Cerro Duida, approx. 2 km from La Esmeralda."	"120"		"3.17"	"-65.55"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"9bf7bbda-6b2b-484e-889c-459737dfdede"	"NY"	"New York Botanical Garden"	"S"	"1274383"	"D. Coomes"	"1"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514861"	"1993"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atabapo"	"La Esmeralda; 5 km north of village."	"106"		"3.17"	"-65.55"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"5720924a-89e0-42fc-8524-827fa3fcc6b1"	"NY"	"New York Botanical Garden"	"S"	"1274350"	"J. M. Schunke-Vigo"	"1051"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514460"	"1966"	"South America"	"Peru"	"Huánuco"		"Agua Blanca (camino Amonzón)"	"700"	"800"					"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"307d1481-6e89-471d-8ef3-9ec4a8f18a97"	"NY"	"New York Botanical Garden"	"S"	"1274255"	"L. O. A. Teixeira"	"835"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513481"	"1982"	"South America"	"Brazil"	"Rondônia"	"Santa Bárbara"	"Rodovia BR 364, km 120, 10km W da Sede da Mineração."			"-9.16667"	"-63.1167"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"0894033e-199e-4c8e-bc7f-f11b5bbcdb33"	"NY"	"New York Botanical Garden"	"S"	"1274354"	"J. M. Schunke-Vigo"	"3755"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514474"	"1970"	"South America"	"Peru"	"San Martín"	"Mariscal Cáceres Province"	"Aeropuerto de Tocache."	"400"						"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"3558829b-aa24-4ad2-ad0c-042973426f92"	"NY"	"New York Botanical Garden"	"S"	"1274372"	"M. Colella"	"1720"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514747"	"1991"	"South America"	"Venezuela"	"Amazonas"	"Casiquiare"	"Rio Casiquiare, Capihuara"	"90"	"120"	"2.58"	"-66.3"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"543e00c9-a490-4da9-9171-fdf368caaf58"	"NY"	"New York Botanical Garden"	"S"	"1274252"	"Collector unspecified"	"s/n"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513475"	"1903"	"South America"	"Brazil"	"Pará"		"E. F. B., Santa Isabel."							"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"1b1f8d08-5281-497f-8ebf-87c816cb1444"	"NY"	"New York Botanical Garden"	"S"	"1274411"	"A. Fernandez"	"4897"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515232"	"1988"	"South America"	"Venezuela"	"Bolívar"	"Raul Leoni"	"50 km al SW de Guaiquinima y 72 km al W de Karún."	"230"		"5.3"	"-63.98"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"01b6c672-a1b4-4673-8e10-910ab40632c7"	"NY"	"New York Botanical Garden"	"S"	"1242250"	"D. C. Daly"	"768"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1512356"	"1980"	"South America"	"Brazil"	"Pará"		"Fazenda Santa Rosa, entrance behind town of Itinga do Pará, W of Belém-Brasília Highway."			"-4.33"	"-47.75"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"3657a36a-d753-464e-b84d-d759973ac043"	"NY"	"New York Botanical Garden"	"S"	"1274379"	"E. Melgueiro"	"108"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514795"	"1985"	"South America"	"Venezuela"	"Amazonas"	"Mun. Atures"	"transecta desde orilla de laguna ubicada en la margen izq. de río Sipapo, a 2-3 km abajo de la boca del río Guayapo."	"80"	"90"	"4.55"	"-67.62"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"f25245c9-8579-4e76-97d7-e1984ebe092c"	"NY"	"New York Botanical Garden"	"S"	"1274409"	"A. Fernandez"	"4335"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515222"	"1988"	"South America"	"Venezuela"	"Bolívar"	"Raul Leoni"	"25 km al Norte del Macizo Ichún. Alto Río Paragua."	"350"	"350"	"4.97"	"-63.4"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"1ec11ac8-29c5-4bb3-8530-f4caac93c40b"	"NY"	"New York Botanical Garden"	"S"	"1274250"	"W. A. Ducke"	"s/n"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513469"	"1913"	"South America"	"Brazil"	"Pará"	"Colares"								"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"7b6c8c82-f436-4d84-901a-1601a1bdc671"	"NY"	"New York Botanical Garden"	"S"	"1274242"	"C. R. Sperling"	"6286"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1513444"	"1982"	"South America"	"Brazil"	"Pará"		"Serra dos Carajás.  Ca. 20 km east of AMZA camp N-5, 7 km northwest of new airport."	"650"	"650"	"-6.07"	"-50.05"			"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"b6cfbfa4-76ec-4a41-903b-11931863e215"	"NY"	"New York Botanical Garden"	"S"	"1274359"	"Collector unspecified"	"1950"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1514553"	"2009"	"South America"	"French Guiana"	"Cayenne"		"RN1 Cayenne St Laurent pk 194,5."			"5.47"	"-53.6"	"Label"		"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
"d9cb8935-27b5-4c24-b9d3-277984b9878a"	"NY"	"New York Botanical Garden"	"S"	"1274403"	"Collector unspecified"	"1535"	"http://sweetgum.nybg.org/vh/specimen.php?irn=1515198"		"South America"	"Venezuela"			"between airstrip and town of San Carlos de Rio Negro."	"115"		"1.92182"	"-67.0579"	"Georeferencing Quick Reference Guide, Version 2012"	"1404.13"	"D. C. Daly"		"Protium aracouchini (Aubl.) Marchand"	"Plantae"	"Magnoliophyta"	"Burseraceae"	"Protium"	"aracouchini"			"(Aubl.) Marchand"
